Befragtennummer;Erhebungsmonat;Erhebungswoche;Bundesland;Erhebungsgebiet;Einwohner;Polit_interesse
20219;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
20220;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
20221;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20222;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20223;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
20224;Januar;2. Woche, Januar 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
20225;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
20226;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20227;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
20228;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
20229;Januar;2. Woche, Januar 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;KA;etwas
20230;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
20231;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
20232;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20233;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;KA;kaum
20234;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20235;Januar;2. Woche, Januar 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;KA;etwas
20236;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
20237;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
20238;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
20239;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
20240;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
20241;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;kaum
20242;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;Sehr stark
20243;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
20244;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
20245;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
20246;Januar;2. Woche, Januar 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;Sehr stark
20247;Januar;2. Woche, Januar 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;KA
20248;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;kaum
20249;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20250;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20251;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20252;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
20253;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
20254;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
20255;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20256;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;KA;etwas
20257;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
20258;Januar;2. Woche, Januar 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
20259;Januar;2. Woche, Januar 2021;Saarland;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
20260;Januar;2. Woche, Januar 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
20261;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
20262;Januar;2. Woche, Januar 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
20263;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
20264;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
20265;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
20266;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;Sehr stark
20267;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20268;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
20269;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
20270;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
20271;Januar;2. Woche, Januar 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
20272;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;KA;stark
20273;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
20274;Januar;2. Woche, Januar 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20275;Januar;2. Woche, Januar 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20276;Januar;2. Woche, Januar 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
20277;Januar;2. Woche, Januar 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
20278;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;Sehr stark
20279;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
20280;Januar;2. Woche, Januar 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
20281;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
20282;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
20283;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20284;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
20285;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;KA
20286;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
20287;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
20288;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20289;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;Sehr stark
20290;Januar;2. Woche, Januar 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
20291;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20292;Januar;2. Woche, Januar 2021;Saarland;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20293;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;Sehr stark
20294;Januar;2. Woche, Januar 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
20295;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
20296;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
20297;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
20298;Januar;2. Woche, Januar 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20299;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
20300;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
20301;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
20302;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;kaum
20303;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
20304;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;stark
20305;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
20306;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
20307;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
20308;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
20309;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
20310;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;gar nicht
20311;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
20312;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
20313;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
20314;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20315;Januar;2. Woche, Januar 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
20316;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
20317;Januar;2. Woche, Januar 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
20318;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
20319;Januar;2. Woche, Januar 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20320;Januar;2. Woche, Januar 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
20321;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
20322;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
20323;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20324;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;stark
20325;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
20326;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
20327;Januar;2. Woche, Januar 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20328;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
20329;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;Sehr stark
20330;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
20331;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
20332;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;stark
20333;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;Sehr stark
20334;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
20335;Januar;2. Woche, Januar 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
20336;Januar;2. Woche, Januar 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
20337;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
20338;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
20339;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
20340;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20341;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
20342;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20343;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
20344;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20345;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
20346;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
20347;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20348;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
20349;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;gar nicht
20350;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
20351;Januar;2. Woche, Januar 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
20352;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
20353;Januar;2. Woche, Januar 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
20354;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
20355;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20356;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;kaum
20357;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
20358;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20359;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20360;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
20361;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
20362;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
20363;Januar;2. Woche, Januar 2021;Bremen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20364;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
20365;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20366;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
20367;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;Sehr stark
20368;Januar;2. Woche, Januar 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
20369;Januar;2. Woche, Januar 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;kaum
20370;Januar;2. Woche, Januar 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
20371;Januar;2. Woche, Januar 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20372;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
20373;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
20374;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20375;Januar;2. Woche, Januar 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
20376;Januar;2. Woche, Januar 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20377;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
20378;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
20379;Januar;2. Woche, Januar 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20380;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
20381;Januar;2. Woche, Januar 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
20382;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
20383;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20384;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;gar nicht
20385;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
20386;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;KA
20387;Januar;2. Woche, Januar 2021;Bremen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
20388;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;Sehr stark
20389;Januar;2. Woche, Januar 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
20390;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
20391;Januar;2. Woche, Januar 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
20392;Januar;2. Woche, Januar 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;etwas
20393;Januar;2. Woche, Januar 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;Sehr stark
20394;Januar;2. Woche, Januar 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
20395;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
20396;Januar;2. Woche, Januar 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
20397;Januar;2. Woche, Januar 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
20398;Januar;2. Woche, Januar 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
20399;Januar;2. Woche, Januar 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
20400;Januar;2. Woche, Januar 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
